公司代號,公司名稱,出表日期,營業收入-上月比較增減(%),營業收入-上月營收,營業收入-去年同月增減(%),營業收入-去年當月營收,營業收入-當月營收,產業別,累計營業收入-前期比較增減(%),累計營業收入-去年累計營收,累計營業收入-當月累計營收,資料年月,備註
1232,大統益,1131215,1.2322104028452594,1858530,-2.203478284373502,1923822,1881431,食品工業,-6.669853093564452,21553923,20116308,11311,-
1233,天仁,1131215,19.86585418771735,161317,12.372583888327116,172074,193364,食品工業,4.545847895171447,1918256,2005457,11311,-
1234,黑松,1131215,9.19115882437643,750036,-8.256822153515257,892680,818973,食品工業,-2.779699771116143,9817643,9544742,11311,-
1235,興泰,1131215,-8.115274579582723,14331,-31.863810410845492,19326,13168,食品工業,62.64498174155044,62163,101105,11311,增加子公司泰宇網通1-11月營收7438.6萬
1236,宏亞,1131215,18.386775423379696,133509,-4.062518968133536,164750,158057,食品工業,0.05281647967646401,1711587,1712491,11311,-
1256,鮮活果汁-KY,1131215,-6.200078660250838,205949,-15.513531480153246,228652,193180,食品工業,-13.471738364807598,4355622,3768844,11311,-
1301,台塑,1131215,15.297731625148382,15738889,10.607063728373465,16406350,18146582,塑膠工業,-0.27894727302542677,184108629,183595063,11311,-
1303,南亞,1131215,-3.48401366740635,22758378,4.920911684575124,20935267,21965473,塑膠工業,-1.3523191755234347,239421141,236183403,11311,-
1304,台聚,1131215,13.612339098303659,3957696,7.554192333719002,4180619,4496431,塑膠工業,-2.2367195442318013,47913830,46842132,11311,-
1305,華夏,1131215,17.198971168048192,827346,-17.43836450408491,1174445,969641,塑膠工業,-18.63117715126096,12707152,10339660,11311,-
1307,三芳,1131215,5.523864496770394,855832,9.528452799800132,824541,903107,塑膠工業,6.841444179522886,9333161,9971684,11311,-
1308,亞聚,1131215,14.370211021011931,465783,4.3495549565925975,510512,532717,塑膠工業,-10.052502779186964,6089011,5476913,11311,-
1309,台達化,1131215,12.15606566218357,1483350,34.86953786587847,1233538,1663667,塑膠工業,23.388682172728434,13831365,17066339,11311,-
1310,台苯,1131215,25.097885415300382,770033,11.284848176781283,865612,963295,塑膠工業,19.800013490706522,8702287,10425341,11311,-
1312,國喬,1131215,26.035483719813833,1045719,7.96576819230366,1220736,1317977,塑膠工業,3.3415296330570117,14504106,14988765,11311,-
1313,聯成,1131215,17.018207215406882,5332007,-6.068212269476853,6642500,6239419,塑膠工業,0.4037449742035295,66557361,66826083,11311,-
1314,中石化,1131215,-17.059264724998993,2138574,-23.394931257304208,2315446,1773749,塑膠工業,18.352785763244956,23592511,27922394,11311,-
1315,達新,1131215,43.14670268043125,174748,43.89935225560017,173834,250146,塑膠工業,-2.6885779976075135,2003773,1949900,11311,-
1316,上曜,1131215,1.1145416195396325,163565,68.85458462229573,97947,165388,建材營造,62.44032175827039,798239,1296662,11311,主因子公司營收上升，致本月及本年度營收較去年同期增加。
1319,東陽,1131215,6.701853432125243,2260509,5.1475091818607845,2293925,2412005,汽車工業,7.479131263987007,21723285,23347998,11311,-
1321,大洋,1131215,-4.527987331573313,430677,-35.66186710395784,639086,411176,塑膠工業,-5.66752570437225,4568678,4309747,11311,-
1323,永裕,1131215,-16.610049689309943,189578,-41.26360765372469,269150,158089,塑膠工業,-19.11830993005329,3059329,2474437,11311,本月營收較去年同期減少主要係今年7月份精奕公司董事會暨營運團隊重組下，其已非本公司合併財務報告之子公司。
1324,地球,1131215,-3.776307705496578,69989,1.5286739431948382,66332,67346,塑膠工業,-15.243293320575416,854894,724580,11311,-
1325,恆大,1131215,1.1208615875548464,25070,-6.051734361102876,26984,25351,塑膠工業,-19.583518306184313,367171,295266,11311,-
1326,台化,1131215,1.9595200618020034,26730525,-5.161379337223015,28737570,27254315,塑膠工業,5.716801716094161,303925514,321300333,11311,-
1337,再生-KY,1131215,16.992290249433108,55125,-7.468040231286856,69697,64492,塑膠工業,7.592294735981738,685142,737160,11311,-
1338,廣華-KY,1131215,3.0395240312013896,440365,-17.983895019385624,553245,453750,汽車工業,-12.232139895372606,5215269,4577330,11311,-
1339,昭輝,1131215,24.453747978464964,142837,-12.161400942790225,202378,177766,汽車工業,-7.7125596532942104,1897632,1751276,11311,-
1340,勝悅-KY,1131215,3.612225995677678,29151,-28.367129135538953,42165,30204,塑膠工業,-34.781515836467484,533105,347683,11311,-
1341,富林-KY,1131215,-7.054095985999897,271998,40.50285384004046,179933,252811,塑膠工業,10.313438024009042,2287055,2522929,11311,-
1342,八貫,1131215,19.225650126271244,175812,-5.245099811948503,221216,209613,其他,-4.557882647707617,2339639,2233001,11311,-
1402,遠東新,1131215,-1.6611668618210322,23250825,5.8586902584461376,21599162,22864590,紡織纖維,5.125798712422948,234301007,246310805,11311,-
1409,新纖,1131215,10.215357197589938,3517087,22.468290343462964,3165203,3876370,紡織纖維,14.42824115531014,36176537,41396175,11311,-
1410,南染,1131215,16.179849031834593,18282,15.178135675939483,18441,21240,紡織纖維,5.7853926717045825,202994,214738,11311,-
1413,宏洲,1131215,1.3769353652941534,180909,-1.9906479625918503,187125,183400,紡織纖維,13.506988366073296,1860163,2111415,11311,-
1414,東和,1131215,-2.4054895158410283,39202,-24.76993865030675,50856,38259,紡織纖維,-6.942757671443608,518742,482727,11311,-
1416,廣豐,1131215,18.290910446092496,26833,6.363514509751357,29842,31741,其他,11.860103723951996,267055,298728,11311,-
1417,嘉裕,1131215,7.83821758329988,29892,-73.77327941810609,122909,32235,紡織纖維,-59.47714061551408,1352333,548004,11311,因結束國軍服裝供售業務，致使營收減少
1418,東華,1131215,-63.4681288553804,1459,-27.87550744248985,739,533,紡織纖維,-48.93297765921974,17994,9189,11311,-
1419,新紡,1131215,3.3305038598289505,374628,-9.923001566030404,429749,387105,紡織纖維,18.187919049876555,3085999,3647278,11311,-
1423,利華,1131215,19.516653127538586,4924,-61.36676951355609,15233,5885,紡織纖維,-14.732016380353878,116481,99321,11311,毛紡織產品需求持續疲軟且去年同期基期較高影響所致。
1432,大魯閣,1131215,-0.8253807213890915,94623,4.215623125957844,90046,93842,運動休閒,-4.4663024342763595,1208203,1154241,11311,-
1434,福懋,1131215,-4.959116106187956,2260181,5.78819765749696,2030563,2148096,紡織纖維,0.06733778623411946,26273510,26291202,11311,-
1435,中福,1131215,-50.398406374501995,1004,-20.32,625,498,其他,29.28253968253968,7875,10181,11311,-
1436,華友聯,1131215,-69.35534565185026,544059,-64.42585278736166,468669,166725,建材營造,320.3234021726566,1626396,6836123,11311,本月營收較去年同期減少，係去年同期認列處分楊梅區土地，本期無此事；累計營收較去年同期增加，係今年交屋數量較去年同期增加。
1437,勤益控,1131215,-1.1485092818301144,63996,0.1408852023048186,63172,63261,其他,-4.961309804661696,805372,765415,11311,-
1438,三地開發,1131215,,0,-100.0,16360,0,建材營造,269.0671196778306,316107,1166647,11311,113年銷售土地地上權，故營收變化大。
1439,雋揚,1131215,-8.580049028851594,5303,-70.7211015823167,16558,4848,建材營造,-50.921947179125134,179891,88287,11311,主係本公司重要子公司漢霖開發之投資建案於去年同期集中交屋認列收入所致
1440,南紡,1131215,-20.849166001130605,1551381,-10.285065496312933,1368703,1227931,紡織纖維,-11.938108166349163,18135252,15970246,11311,-
1441,大東,1131215,-20.6877398219154,176433,83.42246690260846,76290,139933,紡織纖維,38.27782319302176,1083826,1498691,11311,"本期因終端市場需求提昇,帶動客戶出貨力道, 整體營收較去年同期成長"
1442,名軒,1131215,-62.598691314930804,856585,-83.51739714257785,1943710,320374,建材營造,114.8938225572416,4016484,8631176,11311,本月認收28戶，去年同期認收206戶；本年累計認收738戶，去年累計認收389戶，故兩期差異大。
1443,立益物流,1131215,-5.119414792987605,87217,8.32689714756974,76391,82752,其他,17.656391437137728,714761,840962,11311,-
1444,力麗,1131215,-12.267141145055824,760976,24.583121846355954,535888,667626,紡織纖維,-1.1027565241269626,7625618,7541526,11311,-
1445,大宇,1131215,21.19691837113903,69963,-18.50353212552261,104045,84793,紡織纖維,-25.904512531461478,1261066,934393,11311,-
1446,宏和,1131215,-97.61852362854555,472564,-90.0298555064362,112877,11254,紡織纖維,1498.4340145761273,221458,3539860,11311,本月營建無認列收入
1447,力鵬,1131215,-42.48223636153462,4065890,5.8477655552980705,2209408,2338609,紡織纖維,16.642711218844784,27380689,31937578,11311,-
1449,佳和,1131215,-30.12211028073375,275243,-10.244671865302141,214287,192334,紡織纖維,8.215745794753008,2488855,2693333,11311,-
1451,年興,1131215,43.69798624742929,427411,6.937018032903912,574339,614181,紡織纖維,3.0489956965796234,5813980,5991248,11311,-
1452,宏益,1131215,5.965076438292075,145346,27.507243977150427,120790,154016,紡織纖維,43.76996954047797,1072571,1542035,11311,-
1453,大將,1131215,-0.8695652173913043,115,-0.8695652173913043,115,114,建材營造,69.58277254374158,743,1260,11311,本年營收較去年同期增加，係因本年房屋出租金額較高所致。
1454,台富,1131215,5.391975471797854,113502,11.94587158538982,106857,119622,紡織纖維,5.163151483149647,1393858,1465825,11311,-
1455,集盛,1131215,-0.2409237117629721,702297,-5.8441776610656495,744091,700605,紡織纖維,25.180902817450498,6966724,8721008,11311,-
1456,怡華,1131215,-63.846010401342646,48263,-74.20809128937371,67653,17449,建材營造,-43.820323998610974,1618402,909213,11311,本月認列建設收入較去年本月減少所致
1457,宜進,1131215,7.872327918960754,255185,-7.219559546199115,296694,275274,紡織纖維,6.677412468123591,2894774,3088070,11311,-
1459,聯發,1131215,9.776253215872769,102616,-21.471195136913725,143448,112648,紡織纖維,11.68623512981186,1057569,1181159,11311,-
1460,宏遠,1131215,-6.120930869128844,789112,-11.321432290824992,835389,740811,紡織纖維,2.6902884015155357,7141502,7333629,11311,-
1463,強盛新,1131215,125.90323594093623,12732,-10.72138068040725,32216,28762,紡織纖維,-19.448134077658782,322977,260164,11311,-
1464,得力,1131215,-11.08381511374435,1192279,25.33564584929395,845832,1060129,紡織纖維,20.544713931705886,8932395,10767530,11311,-
1465,偉全,1131215,32.7098654086305,36035,-13.764313407267153,55455,47822,紡織纖維,-12.56851509962789,522695,457000,11311,-
1466,聚隆,1131215,-16.43520311275368,322801,22.73657963945436,219778,269748,紡織纖維,20.8336705350447,2224188,2687568,11311,-
1467,南緯,1131215,-16.39458808515992,445092,19.16871621448518,312264,372121,紡織纖維,8.341379652044786,4177894,4526388,11311,-
1468,昶和,1131215,-22.474604351048523,91748,-20.731082135294773,89730,71128,紡織纖維,5.341403966777946,952259,1003123,11311,-
1470,大統新創,1131215,-7.406028001931167,72495,117.26437079233558,30896,67126,紡織纖維,18.327663740603686,602630,713078,11311,"品牌需求增加,訂單回流"
1471,首利,1131215,-30.947502770966985,29773,-21.694915254237287,26255,20559,電子零組件業,9.076506274982933,232909,254049,11311,-
1472,三洋實業,1131215,55.48166165269154,156230,37.34613449131794,176859,242909,建材營造,21.533058263871695,1692421,2056851,11311,本公司以專案收入為主要營收，因各財務報表期間所認列專案別不同，使得營業收入同期比較不具相同基礎，此為本公司營業特性
1473,台南,1131215,13.914841532842598,407687,-14.60036961098903,543815,464416,紡織纖維,13.097018252306126,5876956,6646662,11311,-
1474,弘裕,1131215,-7.394365014028662,297605,-0.4597792481724407,276872,275599,紡織纖維,18.3716220790178,2422644,2867723,11311,-
1475,業旺,1131215,1.1915926518453137,163143,61.93096548274137,101949,165087,紡織纖維,55.5996530356349,1154009,1795634,11311,本年度營收較去年同期增加，主要係因客戶需求較去年同期增加，以及近期台幣貶值等雙重影響所致。
1476,儒鴻,1131215,-13.722740918638502,3300689,-3.8098506486663224,2960536,2847744,紡織纖維,18.844949767230656,28108942,33406058,11311,-
1477,聚陽,1131215,-2.5257898805996417,2647647,6.83771864641553,2415601,2580773,紡織纖維,9.486017526383849,29223370,31995504,11311,-
1503,士電,1131215,11.196861360525395,2587618,23.563963734931068,2328632,2877350,電機機械,8.936346521458095,29023080,31616683,11311,-
1504,東元,1131215,8.387019239266058,4243665,-1.8991072860608997,4688624,4599582,電機機械,-7.0030686732022644,54384416,50575838,11311,-
1506,正道,1131215,13.104884288178951,84045,-6.103439419980639,101238,95059,電機機械,-9.888848420823807,1048838,945120,11311,-
1512,瑞利,1131215,-4.034298566207478,85368,2.0580027905122584,80272,81924,汽車工業,-7.628262272618014,1056702,976094,11311,-
1513,中興電,1131215,-2.131712139032301,2323719,24.603741206805203,1825133,2274184,電機機械,15.538364579406585,20129036,23256759,11311,-
1514,亞力,1131215,10.073371630381331,715808,-32.62905338618711,1169516,787914,電機機械,-5.85689649919259,8205250,7724677,11311,-
1515,力山,1131215,-10.661923442669414,377521,-67.20914608832443,1028549,337270,電機機械,-0.5772126842226767,5852089,5818310,11311,客戶庫存管理減少採購量
1516,川飛,1131215,,0,-100.0,83018,0,其他,-26.949768081804542,812571,593585,11311,終端客戶去化庫存及風險管控
1517,利奇,1131215,39.16728495324416,149607,55.42251418333831,133960,208204,電機機械,4.54192094357446,1734002,1812759,11311,主係因巿場需求回溫及去年同期基期較低致本月營收優於去年同期。
1519,華城,1131215,-14.374101910692145,1968763,-0.357308359774349,1691816,1685771,電機機械,47.41852192011944,11324733,16694754,11311,-
1521,大億,1131215,0.5657753783068595,281914,-45.51529174818294,520346,283509,汽車工業,-23.069269656878564,4462560,3433080,11311,-
1522,堤維西,1131215,3.149221681607227,1674636,1.7254243776040517,1698075,1727374,汽車工業,3.805396513204173,17808499,18486183,11311,-
1524,耿鼎,1131215,11.435576851089316,267140,7.400712904436171,277176,297689,汽車工業,8.802330749018054,2445909,2661206,11311,-
1525,江申,1131215,9.193894796141118,113608,1.2760225324516288,122490,124053,汽車工業,-10.104611603906712,1474693,1325681,11311,-
1526,日馳,1131215,67.3607706899124,46919,72.72827258529288,45461,78524,電機機械,-29.891381766381766,954720,669341,11311,因市場需求增加，致本月營收優於去年同期。
1527,鑽全,1131215,5.918974382623533,260214,0.7110753827602587,273670,275616,電機機械,12.82546343959411,2595376,2928245,11311,-
1528,恩德,1131215,-24.090102225015208,399413,4.715756026801133,289540,303194,電機機械,-1.352409000215976,3458717,3411941,11311,-
1529,樂事綠能,1131215,-39.091220068415055,87700,17.43097080548716,45488,53417,電機機械,-1.0297337533871813,653567,646837,11311,-
1530,亞崴,1131215,15.563201131286036,137189,-23.442804232037744,207087,158540,電機機械,-23.14186003070741,2194910,1686967,11311,-
1531,高林股,1131215,-17.41290820021963,128399,-1.0673135233474833,107185,106041,電機機械,11.196815465671072,1326913,1475485,11311,-
1532,勤美,1131215,9.85556031321409,943508,1.3711813284614993,1022476,1036496,電機機械,13.358050216487596,15009174,17014107,11311,-
1533,車王電,1131215,-42.228041804445944,497172,-4.337718567860117,300250,287226,汽車工業,-27.61491935961513,3798903,2749839,11311,-
1535,中宇,1131215,30.304581022956935,771880,8.046252361979304,930893,1005795,電機機械,13.157369804750035,8477287,9592675,11311,-
1536,和大,1131215,-1.5264945318726728,427843,-21.9134641225477,539545,421312,汽車工業,-11.090521832780299,6118071,5439545,11311,-
1537,廣隆,1131215,-9.32352702373542,738980,20.405339600841657,556521,670081,電機機械,27.519940061574165,5856677,7468431,11311,-
1538,正峰,1131215,-23.260162601626018,12300,-29.659438110142336,13419,9439,電機機械,-47.83643897903353,186059,97055,11311,-
1539,巨庭,1131215,-49.68466999083524,128754,-54.644869954843,142835,64783,電機機械,-11.618963785566727,1401872,1238989,11311,國外市場需求減少
1540,喬福,1131215,106.71595462497883,17719,-31.652702879214793,53591,36628,電機機械,-6.353412995297677,511662,479154,11311,-
1541,錩泰,1131215,31.303453965906684,221803,-12.47265099057511,332736,291235,電機機械,-8.416936909937549,3016418,2762528,11311,-
1558,伸興,1131215,19.432055109574364,637421,9.09991157760176,697787,761285,電機機械,10.866114214380634,6953240,7708787,11311,-
1560,中砂,1131215,2.696719322838042,593536,15.673154291092926,526952,609542,電機機械,8.89677064609236,5866994,6388967,11311,-
1563,巧新,1131215,5.339781883181809,669091,-13.050788912053886,810610,704819,汽車工業,-2.5149836758166813,7098058,6919543,11311,-
1568,倉佑,1131215,6.903477634753609,79163,-15.698247781087193,100387,84628,汽車工業,-25.74643537156225,1309323,972219,11311,-
1582,信錦,1131215,11.470879631746612,656070,-2.2503117636130097,748163,731327,電子零組件業,5.851234065854624,8064521,8536395,11311,-
1583,程泰,1131215,-4.037026307439749,362445,-21.538978646225754,443294,347813,電機機械,-15.919573002535998,4783916,4022337,11311,-
1587,吉茂,1131215,-7.397253065305478,190030,3.393714342791001,170197,175973,汽車工業,-1.1674489628597196,1951520,1928737,11311,-
1589,永冠-KY,1131215,15.777659122361582,642383,0.9093203298626658,737034,743736,電機機械,-19.22943904880238,7913897,6392099,11311,-
1590,亞德客-KY,1131215,11.433898284474454,2302618,1.884744906650212,2518431,2565897,電機機械,1.815115459130553,27385751,27882834,11311,本月營業收入換算匯率為4.4865634；本年累計營業收入換算匯率為4.4530385。
1597,直得,1131215,7.321934205889144,82287,36.94755450795522,64486,88312,電機機械,-2.8709345717398005,983199,954972,11311,-
1598,岱宇,1131215,24.29602740329822,635252,-7.74683431904269,855898,789593,運動休閒,-9.97316706173585,6967556,6272670,11311,-
1603,華電,1131215,6.543199619326722,397191,35.16327677841374,313088,423180,電器電纜,11.847764838088779,3721453,4162362,11311,-
1604,聲寶,1131215,11.208411837691283,696352,13.732620352270608,680897,774402,電器電纜,4.568055815647139,8271659,8649513,11311,-
1605,華新,1131215,22.902931519193466,14774899,24.556684666175677,14578731,18158784,電器電纜,-6.116482324526108,176322769,165538018,11311,-
1608,華榮,1131215,4.0523577945038936,861992,-19.151331593630704,1109385,896923,電器電纜,15.13397649362178,9044609,10413418,11311,-
1609,大亞,1131215,14.12092596419297,2501911,23.07635275171303,2319864,2855204,電器電纜,15.890606536286448,23748439,27522210,11311,-
1611,中電,1131215,13.843144189747784,90478,-25.285972305839856,137863,103003,電器電纜,-14.11564805421698,1231201,1057409,11311,-
1612,宏泰,1131215,27.407304617166314,583713,43.40894979000428,518582,743693,電器電纜,13.056796050920408,5440255,6150578,11311,-
1614,三洋電,1131215,15.401818714534933,372021,7.643530892551788,398834,429319,電器電纜,-2.200390748709486,5320555,5203482,11311,-
1615,大山,1131215,-27.142159100921987,499356,-16.806724610638916,437319,363820,電器電纜,20.606137479110807,4367689,5267701,11311,-
1616,億泰,1131215,14.502889799594254,417503,-0.4931081424247849,480422,478053,電器電纜,13.304722977170783,3747128,4245673,11311,-
1617,榮星,1131215,6.9042529541529145,292385,31.79627513566619,237163,312572,電器電纜,20.723217771236648,2584671,3120298,11311,-
1618,合機,1131215,41.91092639276873,220155,-59.7118665487173,775474,312424,電器電纜,-7.038261155624758,4146294,3854467,11311,113年11月係因高壓線及超高壓線等交貨數量較去年同期減少
1626,艾美特-KY,1131215,17.2158087126828,401323,-14.924331206504911,552936,470414,電器電纜,-4.88678345960197,7878045,7493062,11311,-
1702,南僑,1131215,2.3359559787180677,1981587,3.284947386649553,1963380,2027876,食品工業,4.310822972687483,20571594,21458399,11311,-
1707,葡萄王,1131215,23.259993675392955,879106,-8.266298688655047,1181230,1083586,生技醫療業,5.6158662268281905,9437707,9967716,11311,-
1708,東鹼,1131215,-9.251612946788793,592394,17.335021225977542,458165,537588,化學工業,9.271173032078032,5316598,5809509,11311,-
1709,和益,1131215,17.499458898210808,660689,4.626693280249927,741977,776306,化學工業,10.740310680603711,8612060,9537022,11311,-
1710,東聯,1131215,31.08303572144061,1497476,10.889369192667848,1770176,1962937,化學工業,13.776962212102289,19025377,21646496,11311,無
1711,永光,1131215,3.5430868593064657,641785,7.7109851511708385,616951,664524,化學工業,3.186832899562958,7213494,7443376,11311,-
1712,興農,1131215,-16.36983134536128,1604818,-13.14393993323902,1545214,1342112,化學工業,-0.7498079540374812,17648119,17515792,11311,-
1713,國化,1131215,-16.08243790734543,56770,1.0906930356915503,47126,47640,化學工業,10.234965691053919,434872,479381,11311,-
1714,和桐,1131215,1.4148433048292004,2019941,26.956385933729226,1613562,2048520,化學工業,0.8574156652873491,18393879,18551591,11311,-
1717,長興,1131215,6.978080903691294,3526514,3.49100686959618,3645338,3772597,化學工業,3.5733011424982624,38835070,40222764,11311,-
1718,中纖,1131215,-19.502058765808325,4794863,9.08470686653553,3538320,3859766,化學工業,13.647892428675513,36240885,41187002,11311,本月份自結異業別合併營收資訊，未經會計師簽證或核閱。
1720,生達,1131215,10.839466901083183,536936,2.2814688018808584,581862,595137,生技醫療業,8.883431738612531,5738852,6248659,11311,-
1721,三晃,1131215,2.9569875571371984,159047,-36.86235801260054,259354,163750,化學工業,4.860599762470309,2020800,2119023,11311,-
1722,台肥,1131215,-0.21352180337551074,910914,3.326922071337794,879702,908969,化學工業,-22.32007384340505,14148860,10990824,11311,-
1723,中碳,1131215,-11.906756355222313,632708,11.84682623771913,498336,557373,化學工業,-7.811150266440062,7646185,7048930,11311,-
1725,元禎,1131215,-6.9259854039350754,825702,25.14456091099021,614101,768514,化學工業,11.690448136721399,6895775,7701922,11311,-
1726,永記,1131215,6.862696067010731,819809,4.388743121736623,839238,876070,化學工業,0.973418535308395,8481963,8564528,11311,-
1727,中華化,1131215,-17.075802006610243,203926,3.0820247732371016,164048,169104,化學工業,22.457600585113177,1596956,1955594,11311,-
1730,花仙子,1131215,-3.962884711724859,229555,6.05672830834953,207868,220458,化學工業,-2.3701545952019307,2403050,2346094,11311,-
1731,美吾華,1131215,6.369389817591411,120718,10.87825643948225,115809,128407,生技醫療業,14.747790166282176,1184252,1358903,11311,本月森歐黎漾Saholea品牌產品出貨持續暢旺，單月及累計營收均較去年同期呈二位數成長。
1732,毛寶,1131215,2.786973248635591,44708,-0.32535137948984905,46104,45954,化學工業,5.889841229679297,505888,535684,11311,-
1733,五鼎,1131215,-19.163242912190267,156748,-23.823780495136408,166338,126710,生技醫療業,7.332585731181073,1566787,1681673,11311,-
1734,杏輝,1131215,-5.797166567011485,289331,3.683499762244413,262875,272558,生技醫療業,5.20727903890305,2717062,2858547,11311,-
1735,日勝化,1131215,8.081934773274591,214268,3.405549254770984,223958,231585,化學工業,11.577856372991743,2175705,2427605,11311,-
1736,喬山,1131215,15.035916361063993,4530665,39.04244403905861,3748418,5211892,運動休閒,23.583700021604294,32493540,40156719,11311,-
1737,臺鹽,1131215,-5.697759582339574,266245,7.9404999892521655,232605,251075,食品工業,-5.3956758992634075,3142850,2973272,11311,-
1752,南光,1131215,-23.54673234689531,215996,-6.210030101664111,176070,165136,生技醫療業,-0.4204970550780006,2010240,2001787,11311,-
1760,寶齡富錦,1131215,80.61784826824554,130388,-5.789732655404297,249977,235504,生技醫療業,7.375982966594185,1744337,1872999,11311,-
1762,中化生,1131215,34.34955132527621,77116,-32.648802558701924,153828,103605,生技醫療業,-36.92796780193558,1968814,1241771,11311,-
1773,勝一,1131215,-0.1803350315740878,970416,15.201082716495728,840848,968666,化學工業,12.563342135735288,8973687,10101082,11311,-
1776,展宇,1131215,5.161122274317184,107496,14.219316769558759,98971,113044,化學工業,0.18172571257378684,1114867,1116893,11311,-
1783,和康生,1131215,19.20029690349023,61973,32.75586306047264,55645,73872,生技醫療業,6.2768035937040585,574783,610861,11311,-
1786,科妍,1131215,1.1715647339158062,80576,31.37156946481234,62053,81520,生技醫療業,25.06809660300432,631823,790209,11311,-
1789,神隆,1131215,-6.194394920121903,227722,-28.18930248662895,297471,213616,生技醫療業,7.349241529740802,2618692,2811146,11311,-
1795,美時,1131215,-43.73168098589121,1884995,-6.5518669274550225,1135020,1060655,生技醫療業,9.851307102106015,15585546,17120926,11311,-
1802,台玻,1131215,6.452357729723245,3650991,-2.7337447485497903,3995801,3886566,玻璃陶瓷,-7.757939976221998,41715868,38479576,11311,-
1805,寶徠,1131215,368635.08771929826,114,91681.22270742359,458,420358,建材營造,193.1756593690743,145025,425178,11311,本年累計及當月收入較高，主要係本月認列松雍案收入所致。
1806,冠軍,1131215,5.271876026722155,292192,4.8988681278582416,293231,307596,玻璃陶瓷,11.535030881193348,2842021,3169849,11311,-
1808,潤隆,1131215,-90.44893699395693,118814,-99.23034716443156,1474431,11348,建材營造,-70.58380807118374,29648117,8721347,11311,營收變動主要係本月及本期累計工程及房地出售收入皆較去年同期減少所致。
1809,中釉,1131215,9.646422047781924,193253,1.7566522760124281,208237,211895,玻璃陶瓷,1.27054903161046,2149858,2177173,11311,-
1810,和成,1131215,1.1593109034837017,416023,-6.140773451090593,448380,420846,玻璃陶瓷,-0.9486317958149473,4432489,4390441,11311,-
1817,凱撒衛,1131215,-6.367082016444461,247743,-7.836531011986825,251693,231969,玻璃陶瓷,10.934830374543653,2246921,2492618,11311,-
1903,士紙,1131215,20.733036987335403,11923,4.675683536940081,13752,14395,造紙工業,-8.941623342989239,156381,142398,11311,-
